αιγυπτιων	αιγυπτιος
αιγυπτιοι	αιγυπτιος
αιγυπτιον	αιγυπτιος
αιγυπτιος	αιγυπτιος
αιγυπτου	αιγυπτος
αιγυπτω	αιγυπτος
αιθιοψ	αιθιοψ
αιθιοπων	αιθιοψ
αινεα	αινεας
αινεαν	αινεας
αινων	αινων,αινεω
αιγυπτον	αιγυπτος
αιγυπτος	αιγυπτος
αυγουστου	αυγουστος
βααλ	βααλ
βεροιαν	βεροια
βαβυλων	βαβυλων
βαβυλωνι	βαβυλων
βαβυλωνος	βαβυλων
βαλακ	βαλακ
βαλααμ	βαλααμ
βαρακ	βαρακ
βαραββαν	βαραββας
βαραββας	βαραββας
βαραχιου	βαραχιας
βαρθολομαιον	βαρθολομαιος
βαρθολομαιος	βαρθολομαιος
βαριησου	βαριησους
βαριωνα	βαριωνα
βαρναβα	βαρναβας, βαρναβας
βαρναβαν	βαρναβας
βαρναβας	βαρναβας
βαρσαββαν	βαρσαββας
βαρτιμαιος	βαρτιμαιος
βεελζεβουλ	βεελζεβουλ
βελιαρ	βελιαρ
βενιαμιν	βενιαμιν
βερνικη	βερνικη
βερνικης	βερνικη
βεροια	βεροια
βεροιαιος	βεροιαιος
βηθανια	βηθανια, βηθανια
βηθανιαν	βηθανια
βηθανιας	βηθανια
βηθεσδα	βηθεσδα
βηθλεεμ	βηθλεεμ
βηθσαιδα	βηθσαιδα
βηθσαιδαν	βηθσαιδαν
βηθφαγη	βηθφαγη
βιθυνιαν	βιθυνια
βιθυνιας	βιθυνια
βλαστον	βλαστος
βοανηργες	βοανηργες
βοσορ	βοσορ
βοες	βοες
βοος	βοος
γαδ	γαδ
γαζαν	γαζα
γαιον	γαιος
γαιος	γαιος
γαιω	γαιος
γαββαθα	γαββαθα
γαβριηλ	γαβριηλ
γαδαρηνων	γαδαρηνος
γαλαται	γαλατης
γαλατιαν	γαλατια
γαλατιας	γαλατια
γαλατικην	γαλατικος
γαλιλαια	γαλιλαια, γαλιλαια
γαλιλαιαν	γαλιλαια
γαλιλαιας	γαλιλαια
γαλιλαιου	γαλιλαιος
γαλιλαιους	γαλιλαιος
γαλιλαιων	γαλιλαιος
γαλιλαιοι	γαλιλαιος
γαλιλαιος	γαλιλαιος
γαλλιων	γαλλιων
γαλλιωνι	γαλλιων
γαλλιωνος	γαλλιων
γαμαλιηλ	γαμαλιηλ
γεδεων	γεδεων
γεθσημανι	γεθσημανι
γεννησαρετ	γεννησαρετ
γερασηνων	γερασηνος
γολγοθα	γολγοθα
γολγοθαν	γολγοθα
γομορρας	γομορρα
γομορρων	γομορρα
γομορρα	γομορρα
γωγ	γωγ
δαμαρις	δαμαρις
δερβην	δερβη
δια	ζευς,δια
διδυμος	διδυμος
δαλμανουθα	δαλμανουθα
δαλματιαν	δαλματια
δαμασκηνων	δαμασκηνος
δαμασκον	δαμασκος
δαμασκω	δαμασκος
δανιηλ	δανιηλ
δαυιδ	δαυιδ
δεκαπολει	δεκαπολις
δεκαπολεως	δεκαπολις
δερβαιος	δερβαιος
δημητριος	δημητριος
δημητριω	δημητριος
δημας	δημας
διαβολος	διαβολος
διονυσιος	διονυσιος
διοσκουροις	διοσκουροι
διοτρεφης	διοτρεφης
διος	ζευς
δορκας	δορκας
δρουσιλλη	δρουσιλλα
ευνικη	ευνικη
ευοδιαν	ευοδια
ευφρατην	ευφρατης
ευφρατη	ευφρατης
ευβουλος	ευβουλος
ευτυχος	ευτυχος
ευα	ευα
ευαν	ευα
ζαρα	ζαρα
ζαβουλων	ζαβουλων
ζακχαιε	ζακχαιος
ζακχαιος	ζακχαιος
ζαχαρια	ζαχαριας
ζαχαριαν	ζαχαριας
ζαχαριας	ζαχαριας
ζαχαριου	ζαχαριας
ζεβεδαιου	ζεβεδαιος
ζεβεδαιον	ζεβεδαιος
ζηλωτην	ζηλωτης
ζηναν	ζηνας
ζοροβαβελ	ζοροβαβελ
θαρα	θαρα
θαδδαιον	θαδδαιος
θαδδαιος	θαδδαιος
θαλασση	θαλασσα
θαμαρ	θαμαρ
θεσσαλονικην	θεσσαλονικη
θεσσαλονικης	θεσσαλονικη
θεσσαλονικη	θεσσαλονικη
θεσσαλονικεων	θεσσαλονικευς
θεσσαλονικεως	θεσσαλονικευς
θευδας	θευδας
θεοφιλε	θεοφιλος
θυατειρα	θυατειρα
θυατειροις	θυατειρα
θυατειρων	θυατειρα
θωμαν	θωμας
θωμας	θωμας
θωμα	θωμας
καρπω	καρπος
καιν	καιν
κις	κις
καισαρα	καισαρ
καισαρι	καισαρ
καισαρος	καισαρ
καισαρειαν	καισαρεια
καισαρειας	καισαρεια
καισαρεια	καισαρεια
καλους	καλος
κανα	κανα
καναναιον	καναναιος
καναναιος	καναναιος
κανδακης	κανδακη
καππαδοκιαν	καππαδοκια
καππαδοκιας	καππαδοκια
καφαρναουμ	καφαρναουμ
καιαφα	καιαφας
καιαφαν	καιαφας
καιαφας	καιαφας
καιναμ	καιναμ
καυδα	καυδα
κεγχρεαις	κεγχρεαι
κεδρων	κεδρων
κηφα	κηφας, κηφας
κηφαν	κηφας
κηφας	κηφας
κιλικιαν	κιλικια
κιλικιας	κιλικια
κλημεντος	κλημης
κλαυδια	κλαυδια
κλαυδιου	κλαυδιος
κλαυδιον	κλαυδιος
κλαυδιος	κλαυδιος
κλεοπας	κλεοπας
κλωπα	κλωπας
κνιδον	κνιδος
κολοσσαις	κολοσσαι
κορινθιοι	κορινθιος
κορινθω	κορινθος
κορβαν	κορβαν
κορινθιων	κορινθιος
κορνηλιε	κορνηλιος
κορνηλιος	κορνηλιος
κορνηλιου	κορνηλιος
κουαρτος	κουαρτος
κρησκης	κρησκης
κρητην	κρητη
κρητης	κρητη
κρητη	κρητη
κρισπον	κρισπος
κρισπος	κρισπος
κρητες	κρης
κυπριω	κυπριος
κυρηνην	κυρηνη
κυρηνιου	κυρηνιος
κυρηναιων	κυρηναιος
κυρηναιοι	κυρηναιος
κυρηναιον	κυρηναιος
κυρηναιος	κυρηναιος
κωσαμ	κωσαμ
κορε	κορε
κορινθον	κορινθος
κυπριοι	κυπριος
κυπριος	κυπριος
κυπρον	κυπρος
κυπρου	κυπρος
κω	κως
λαζαρε	λαζαρος
λαζαρον	λαζαρος
λαζαρος	λαζαρος
λαμεχ	λαμεχ
λινος	λινος
λαοδικειαν	λαοδικεια
λαοδικεων	λαοδικευς
λαοδικειας	λαοδικεια
λαοδικεια	λαοδικεια
λασαια	λασαια
λευι	λευι
λευιν	λευι
λευις	λευις
λευιτας	λευιτης
λευιτης	λευιτης
λευιτικης	λευιτικος
λιβερτινων	λιβερτινος
λιβυης	λιβυη
λιμενας	λιμην
λουκας	λουκας
λουκιος	λουκιος
λυδια	λυδια
λυδιαν	λυδια
λυκιας	λυκια
λυκαονιας	λυκαονια
λυκαονιστι	λυκαονιστι
λυσιας	λυσιας
λυσανιου	λυσανιας
λωιδι	λωις
λυδδα	λυδδα
λυδδας	λυδδα
λυστραν	λυστρα
λυστροις	λυστρα
λωτ	λωτ
μααθ	μααθ
μαλχος	μαλχος
μαρθα	μαρθα
μαρθαν	μαρθα
μαρθας	μαρθα
μαρκου	μαρκος
μιλητον	μιλητος
μαγαδαν	μαγαδαν
μαγδαληνη	μαγδαληνη, μαγδαληνη
μαγωγ	μαγωγ
μαδιαμ	μαδιαμ
μαθθατ	μαθθατ
μαθθιαν	μαθθιας
μαθθαιον	μαθθαιος
μαθθαιος	μαθθαιος
μαθουσαλα	μαθουσαλα
μακεδονια	μακεδονια, μακεδονια
μακεδονιαν	μακεδονια
μακεδονιας	μακεδονια
μακεδονας	μακεδων
μακεδονες	μακεδων
μακεδονος	μακεδων
μακεδοσι	μακεδων
μακεδοσιν	μακεδων
μακεδων	μακεδων
μαλελεηλ	μαλελεηλ
μαναην	μαναην
μανασση	μανασσης
μανασσης	μανασσης
μαρια	μαρια, μαρια
μαριαν	μαρια
μαριας	μαρια
μαριαμ	μαριαμ
